text,category,priority
Plan diet chart someday today at 9:30 pm,Health,Low
Do light stretching on Friday at 7:30 pm,Health,Low
Clean up old branches in git today at 8:00 pm,Work,Low
Read health tips article before lunch at 1:00 pm,Health,Low
Review design mockups tomorrow at 7:00 pm,Work,Medium
Approve important payment tonight at 10:00 pm,Finance,High
Prepare healthy meal on Sunday at 6:00 pm,Health,Medium
Watch video on budgeting today at 8:00 pm,Finance,Low
Catch up with friend on call today at 9:30 pm,Personal,Medium
Practice coding problems urgently tomorrow at 7:00 pm,Study,High
Review optional tech article before midnight today,Work,Low
Handle severe health issue tomorrow evening at 8:00 pm,Health,High
Transfer rent to landlord before lunch at 1:00 pm,Finance,High
Recharge mobile plan before expiry today at 8:00 pm,Errands,High
Explore new online course tomorrow morning at 7:30 am,Study,Low
Complete tax filing before deadline this weekend at 5:00 pm,Finance,High
Read health tips article on Saturday at 4:00 pm,Health,Low
Collect laundry on Saturday at 4:00 pm,Errands,Medium
Compare credit card offers tomorrow evening at 8:00 pm,Finance,Low
Watch video on budgeting tomorrow at 6:30 am,Finance,Low
Collect laundry tomorrow at 7:00 pm,Errands,Medium
Practice coding problems urgently next Monday at 9:00 am,Study,High
Browse memes for fun tonight at 10:00 pm,Personal,Low
Pick up urgent courier after dinner at 9:30 pm,Errands,High
Watch recorded lecture tonight at 10:00 pm,Study,Medium
Recharge mobile plan before expiry before midnight today,Errands,High
Practice a few coding problems tomorrow at 7:00 pm,Study,Medium
Research new workout ideas before lunch at 1:00 pm,Health,Low
Fix production bug immediately tomorrow at 6:30 am,Work,High
Check investment portfolio today at 8:00 pm,Finance,Medium
Update project documentation after dinner at 9:30 pm,Work,Medium
Window shop at mall before lunch at 1:00 pm,Errands,Low
Handle severe health issue tomorrow at 6:30 am,Health,High
Clean up old branches in git next Wednesday at 5:30 pm,Work,Low
Collect laundry on Friday at 7:30 pm,Errands,Medium
Explore new investment options on Friday at 7:30 pm,Finance,Low
Prepare client presentation urgently this weekend at 5:00 pm,Work,High
Review monthly budget after dinner at 9:30 pm,Finance,Medium
Revise important exam chapters on Sunday at 6:00 pm,Study,High
Go for evening walk tomorrow at 6:30 am,Health,Medium
Journal about the day this weekend at 5:00 pm,Personal,Medium
Buy groceries tonight at 10:00 pm,Errands,Medium
Download bank statements this weekend at 5:00 pm,Finance,Medium
Plan weekend outing before midnight today,Personal,Medium
Complete sprint tasks ASAP next Wednesday at 5:30 pm,Work,High
Submit important form on Saturday at 4:00 pm,Errands,High
Scroll social media freely on Saturday at 4:00 pm,Personal,Low
Update expense tracker next Tuesday at 3:00 pm,Finance,Medium
Do home workout next Wednesday at 5:30 pm,Health,Medium
Watch a relaxing movie tomorrow at 6:30 am,Personal,Low
Pick up urgent courier next Tuesday at 3:00 pm,Errands,High
Handle personal emergency task after lunch at 2:30 pm,Personal,High
Read health tips article on Saturday at 4:00 pm,Health,Low
Compare credit card offers this weekend at 5:00 pm,Finance,Low
Download bank statements after dinner at 9:30 pm,Finance,Medium
Refactor old code module tomorrow at 6:30 am,Work,Medium
Practice a few coding problems today at 9:30 pm,Study,Medium
Complete sprint tasks ASAP next Thursday at 11:00 am,Work,High
Watch recorded lecture on Friday at 7:30 pm,Study,Medium
Review optional tech article before lunch at 1:00 pm,Work,Low
Plan study schedule for the week before lunch at 1:00 pm,Study,Medium
Practice a few coding problems on Saturday at 4:00 pm,Study,Medium
Practice yoga session next Tuesday at 3:00 pm,Health,Medium
Watch a relaxing movie tomorrow at 6:30 am,Personal,Low
Handle personal emergency task before midnight today,Personal,High
Research mutual funds next Thursday at 11:00 am,Finance,Low
Talk to close friend about urgent issue tomorrow evening at 8:00 pm,Personal,High
Visit ATM to withdraw cash today at 8:00 pm,Errands,Medium
Complete sprint tasks ASAP today at 9:30 pm,Work,High
Research new workout ideas today at 9:30 pm,Health,Low
Explore new investment options before lunch at 1:00 pm,Finance,Low
Finish critical project report tomorrow evening at 8:00 pm,Work,High
Update project documentation on Saturday at 4:00 pm,Work,Medium
Journal about the day next Monday at 9:00 am,Personal,Medium
Organize wardrobe today at 9:30 pm,Personal,Medium
Read health tips article tomorrow morning at 7:30 am,Health,Low
Organize wardrobe tomorrow evening at 8:00 pm,Personal,Medium
Finish critical project report today at 9:30 pm,Work,High
Plan diet chart someday on Friday at 7:30 pm,Health,Low
Submit deployment plan before deadline on Saturday at 4:00 pm,Work,High
Review solved examples casually before lunch at 1:00 pm,Study,Low
Plan diet chart someday today at 8:00 pm,Health,Low
Watch a relaxing movie on Sunday at 6:00 pm,Personal,Low
Look at furniture options tomorrow at 6:30 am,Errands,Low
Look at furniture options before lunch at 1:00 pm,Errands,Low
Clean up old branches in git after lunch at 2:30 pm,Work,Low
Visit doctor immediately today at 9:30 pm,Health,High
Attend important family call after lunch at 2:30 pm,Personal,High
Get bike serviced next Monday at 9:00 am,Errands,Medium
Pay electricity bill before cut off next Thursday at 11:00 am,Errands,High
Complete tax filing before deadline on Saturday at 4:00 pm,Finance,High
Compare credit card offers on Sunday at 6:00 pm,Finance,Low
Review monthly budget next Monday at 9:00 am,Finance,Medium
Visit ATM to withdraw cash on Saturday at 4:00 pm,Errands,Medium
Read finance blog after lunch at 2:30 pm,Finance,Low
Plan study schedule for the week on Friday at 7:30 pm,Study,Medium
Read textbook chapter calmly tonight at 10:00 pm,Study,Medium
Plan savings for next month next Thursday at 11:00 am,Finance,Medium
Complete sprint tasks ASAP this weekend at 5:00 pm,Work,High
Explore new investment options next Monday at 9:00 am,Finance,Low
Read textbook chapter calmly tomorrow morning at 7:30 am,Study,Medium
Review pull requests tomorrow at 7:00 pm,Work,Medium
Plan study schedule for the week tomorrow at 6:30 am,Study,Medium
Research mutual funds this weekend at 5:00 pm,Finance,Low
Experiment with new library next Thursday at 11:00 am,Work,Low
Review long-term backlog items on Friday at 7:30 pm,Work,Low
Resolve bank account issue before midnight today,Finance,High
Review monthly budget tomorrow at 6:30 am,Finance,Medium
Plan tasks for next sprint tonight at 10:00 pm,Work,Medium
Plan study schedule for the week before midnight today,Study,Medium
Prepare notes for tomorrow's test tomorrow at 6:30 am,Study,High
Complete tax filing before deadline next Thursday at 11:00 am,Finance,High
Schedule emergency health checkup tomorrow morning at 7:30 am,Health,High
Pick up urgent courier on Friday at 7:30 pm,Errands,High
Watch video on budgeting before midnight today,Finance,Low
Review monthly budget today at 8:00 pm,Finance,Medium
Complete sprint tasks ASAP tomorrow evening at 8:00 pm,Work,High
Take important medication on Sunday at 6:00 pm,Health,High
Monitor high fever closely tonight at 10:00 pm,Health,High
Watch fitness video tonight at 10:00 pm,Health,Low
Do home workout tomorrow at 6:30 am,Health,Medium
Refactor old code module next Wednesday at 5:30 pm,Work,Medium
Experiment with new library before midnight today,Work,Low
Talk to close friend about urgent issue on Sunday at 6:00 pm,Personal,High
Read health tips article on Sunday at 6:00 pm,Health,Low
Do light stretching tomorrow at 6:30 am,Health,Low
Do home workout next Monday at 9:00 am,Health,Medium
Update expense tracker tomorrow at 6:30 am,Finance,Medium
Drop parcel at post office next Thursday at 11:00 am,Errands,Medium
Resolve bank account issue tomorrow morning at 7:30 am,Finance,High
Submit deployment plan before deadline next Monday at 9:00 am,Work,High
Journal about the day after lunch at 2:30 pm,Personal,Medium
Check out new store nearby tonight at 10:00 pm,Errands,Low
Approve important payment after lunch at 2:30 pm,Finance,High
Prepare notes for tomorrow's test before lunch at 1:00 pm,Study,High
Explore supermarket offers tomorrow evening at 8:00 pm,Errands,Low
Watch recorded lecture next Monday at 9:00 am,Study,Medium
Drop parcel at post office on Saturday at 4:00 pm,Errands,Medium
Collect laundry tomorrow at 6:30 am,Errands,Medium
Get bike serviced next Wednesday at 5:30 pm,Errands,Medium
Go for evening walk today at 9:30 pm,Health,Medium
Summarize class notes before midnight today,Study,Medium
Talk to close friend about urgent issue this weekend at 5:00 pm,Personal,High
Plan study schedule for the week next Thursday at 11:00 am,Study,Medium
Visit doctor immediately today at 8:00 pm,Health,High
Complete critical personal work next Thursday at 11:00 am,Personal,High
Finish critical project report tonight at 10:00 pm,Work,High
Research mutual funds tomorrow morning at 7:30 am,Finance,Low
Do home workout after dinner at 9:30 pm,Health,Medium
Browse optional reference materials next Thursday at 11:00 am,Study,Low
Prepare client presentation urgently after lunch at 2:30 pm,Work,High
Resolve bank account issue next Thursday at 11:00 am,Finance,High
Review monthly budget tomorrow evening at 8:00 pm,Finance,Medium
Catch up with friend on call on Saturday at 4:00 pm,Personal,Medium
Get bike serviced after lunch at 2:30 pm,Errands,Medium
Complete sprint tasks ASAP next Thursday at 11:00 am,Work,High
Transfer rent to landlord next Tuesday at 3:00 pm,Finance,High
Skim through extra readings tomorrow at 6:30 am,Study,Low
Download bank statements next Thursday at 11:00 am,Finance,Medium
Organize project folders next Thursday at 11:00 am,Work,Low
Pay electricity bill before cut off tomorrow morning at 7:30 am,Errands,High
Compare credit card offers after lunch at 2:30 pm,Finance,Low
Look at furniture options after lunch at 2:30 pm,Errands,Low
Check investment portfolio on Friday at 7:30 pm,Finance,Medium
Download bank statements on Friday at 7:30 pm,Finance,Medium
Browse memes for fun tomorrow at 7:00 pm,Personal,Low
Plan tasks for next sprint tomorrow at 7:00 pm,Work,Medium
Practice coding problems urgently next Thursday at 11:00 am,Study,High
Go for evening walk before midnight today,Health,Medium
Review optional tech article next Tuesday at 3:00 pm,Work,Low
Catch up with friend on call this weekend at 5:00 pm,Personal,Medium
Take important medication after lunch at 2:30 pm,Health,High
Explore new online course tomorrow morning at 7:30 am,Study,Low
Practice a few coding problems next Monday at 9:00 am,Study,Medium
Update project documentation this weekend at 5:00 pm,Work,Medium
Call parents urgently after lunch at 2:30 pm,Personal,High
Go for evening walk on Saturday at 4:00 pm,Health,Medium
Browse items online on Friday at 7:30 pm,Errands,Low
Review monthly budget after dinner at 9:30 pm,Finance,Medium
Pay electricity bill before cut off before midnight today,Errands,High
Solve previous year question papers next Wednesday at 5:30 pm,Study,High
Skim through extra readings next Monday at 9:00 am,Study,Low
Watch video on budgeting next Tuesday at 3:00 pm,Finance,Low
Handle personal emergency task today at 8:00 pm,Personal,High
Take important medication before lunch at 1:00 pm,Health,High
Catch up with friend on call next Wednesday at 5:30 pm,Personal,Medium
Visit ATM to withdraw cash next Tuesday at 3:00 pm,Errands,Medium
Refactor old code module today at 8:00 pm,Work,Medium
Clean up old branches in git after dinner at 9:30 pm,Work,Low
Listen to music next Thursday at 11:00 am,Personal,Low
Plan tasks for next sprint tomorrow at 7:00 pm,Work,Medium
Plan savings for next month on Sunday at 6:00 pm,Finance,Medium
Recharge mobile plan before expiry tonight at 10:00 pm,Errands,High
Refill gas cylinder soon tomorrow at 6:30 am,Errands,High
Monitor high fever closely today at 8:00 pm,Health,High
Plan study schedule for the week tomorrow evening at 8:00 pm,Study,Medium
Organize project folders tonight at 10:00 pm,Work,Low
Experiment with new library next Tuesday at 3:00 pm,Work,Low
Plan savings for next month tomorrow morning at 7:30 am,Finance,Medium
Review design mockups next Tuesday at 3:00 pm,Work,Medium
Buy groceries today at 9:30 pm,Errands,Medium
Read tech blog article after lunch at 2:30 pm,Study,Low
Handle severe health issue tomorrow morning at 7:30 am,Health,High
Refactor old code module before midnight today,Work,Medium
Update project documentation tomorrow at 7:00 pm,Work,Medium
Visit ATM to withdraw cash today at 9:30 pm,Errands,Medium
Prepare healthy meal next Monday at 9:00 am,Health,Medium
Finish critical project report on Sunday at 6:00 pm,Work,High
Drop parcel at post office next Tuesday at 3:00 pm,Errands,Medium
Attend important family call next Wednesday at 5:30 pm,Personal,High
Finish assignment due soon on Sunday at 6:00 pm,Study,High
Prepare client presentation urgently tomorrow evening at 8:00 pm,Work,High
Handle severe health issue tomorrow evening at 8:00 pm,Health,High
Research new workout ideas next Tuesday at 3:00 pm,Health,Low
Read textbook chapter calmly this weekend at 5:00 pm,Study,Medium
Practice coding problems urgently today at 9:30 pm,Study,High
Prepare client presentation urgently tomorrow at 7:00 pm,Work,High
Compare credit card offers next Thursday at 11:00 am,Finance,Low
Visit ATM to withdraw cash tomorrow at 6:30 am,Errands,Medium
Complete tax filing before deadline after dinner at 9:30 pm,Finance,High
Explore new investment options tomorrow morning at 7:30 am,Finance,Low
Complete tax filing before deadline after lunch at 2:30 pm,Finance,High
